unique_id,indicator_id,name,measure,measure_info,geo_type_name,geo_join_id,geo_place_name,time_period,start_date,data_value
165757,1433,Nitrogen dioxide (NO2),Winter mean,ppb,CD,207,Kingsbridge Heights and Bedford (CD7),2009,2009-01-01T00:00:00.000,31.46
165756,1433,Nitrogen dioxide (NO2),Winter mean,ppb,CD,206,Belmont and East Tremont (CD6),2009,2009-01-01T00:00:00.000,31.67
165755,1433,Nitrogen dioxide (NO2),Winter mean,ppb,CD,205,Fordham and University Heights (CD5),2009,2009-01-01T00:00:00.000,34.05
165754,1433,Nitrogen dioxide (NO2),Winter mean,ppb,CD,204,Highbridge and Concourse (CD4),2009,2009-01-01T00:00:00.000,33.96
165753,1433,Nitrogen dioxide (NO2),Winter mean,ppb,CD,203,Morrisania and Crotona (CD3),2009,2009-01-01T00:00:00.000,32.04
165752,1433,Nitrogen dioxide (NO2),Winter mean,ppb,CD,202,Hunts Point and Longwood (CD2),2009,2009-01-01T00:00:00.000,30.52
165751,1433,Nitrogen dioxide (NO2),Winter mean,ppb,CD,201,Mott Haven and Melrose (CD1),2009,2009-01-01T00:00:00.000,32.41
165750,1433,Nitrogen dioxide (NO2),Winter mean,ppb,CD,112,Washington Heights and Inwood (CD12),2009,2009-01-01T00:00:00.000,32.4
165749,1433,Nitrogen dioxide (NO2),Winter mean,ppb,CD,111,East Harlem (CD11),2009,2009-01-01T00:00:00.000,34.22
165748,1433,Nitrogen dioxide (NO2),Winter mean,ppb,CD,110,Central Harlem (CD10),2009,2009-01-01T00:00:00.000,35.37
165747,1433,Nitrogen dioxide (NO2),Winter mean,ppb,CD,109,Morningside Heights and Hamilton Heights (CD9),2009,2009-01-01T00:00:00.000,35.2
165746,1433,Nitrogen dioxide (NO2),Winter mean,ppb,CD,108,Upper East Side (CD8),2009,2009-01-01T00:00:00.000,38.83
165745,1433,Nitrogen dioxide (NO2),Winter mean,ppb,CD,107,Upper West Side (CD7),2009,2009-01-01T00:00:00.000,36.35
165744,1433,Nitrogen dioxide (NO2),Winter mean,ppb,CD,106,Stuyvesant Town and Turtle Bay (CD6),2009,2009-01-01T00:00:00.000,44.31
165743,1433,Nitrogen dioxide (NO2),Winter mean,ppb,CD,105,Midtown (CD5),2009,2009-01-01T00:00:00.000,50.56
165742,1433,Nitrogen dioxide (NO2),Winter mean,ppb,CD,104,Clinton and Chelsea (CD4),2009,2009-01-01T00:00:00.000,40.88
165741,1433,Nitrogen dioxide (NO2),Winter mean,ppb,CD,103,Lower East Side and Chinatown (CD3),2009,2009-01-01T00:00:00.000,36.88
165740,1433,Nitrogen dioxide (NO2),Winter mean,ppb,CD,102,Greenwich Village and Soho (CD2),2009,2009-01-01T00:00:00.000,39.68
165739,1433,Nitrogen dioxide (NO2),Winter mean,ppb,CD,101,Financial District (CD1),2009,2009-01-01T00:00:00.000,41.26
151622,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",Borough,5,Staten Island,2009-2011,2009-01-01T00:00:00.000,6.8
151621,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",Borough,4,Queens,2009-2011,2009-01-01T00:00:00.000,4.2
151620,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",Borough,3,Manhattan,2009-2011,2009-01-01T00:00:00.000,4.9
151619,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",Borough,2,Brooklyn,2009-2011,2009-01-01T00:00:00.000,7.6
